medicine_id,snapshot_date,quantity_on_hand,quantity_dispensed,quantity_received,quantity_expired,unit_cost,pay_rate,days_to_expiry
7,2026-01-05,76,0,0,0,37.84,43,220
7,2026-01-06,76,0,0,0,37.84,43,221
7,2026-01-07,75,1,0,0,37.84,43,222
7,2026-01-08,74,1,0,0,37.84,43,223
7,2026-01-09,74,0,0,0,37.84,43,224
7,2026-01-10,74,0,0,0,37.84,43,225
7,2026-01-11,74,0,0,0,37.84,43,226
7,2026-01-12,74,0,0,0,37.84,43,227
7,2026-01-13,73,1,0,0,37.84,43,228
7,2026-01-14,72,1,0,0,37.84,43,229
7,2026-01-15,72,0,0,0,37.84,43,230
7,2026-01-16,72,0,0,0,37.84,43,231
7,2026-01-17,72,0,0,0,37.84,43,232
7,2026-01-18,72,0,0,0,37.84,43,233
7,2026-01-19,71,1,0,0,37.84,43,234
7,2026-01-20,71,0,0,0,37.84,43,235
7,2026-01-21,70,1,0,0,37.84,43,236
7,2026-01-22,69,1,0,0,37.84,43,237
7,2026-01-23,108,0,39,0,37.84,43,238
7,2026-01-24,108,0,0,0,37.84,43,239
7,2026-01-25,108,0,0,0,37.84,43,240
7,2026-01-26,108,0,0,0,37.84,43,241
7,2026-01-27,108,0,0,0,37.84,43,242
7,2026-01-28,108,0,0,0,37.84,43,243
7,2026-01-29,108,0,0,0,37.84,43,244
7,2026-01-30,163,1,56,0,37.84,43,245
7,2026-01-31,163,0,0,0,37.84,43,246
7,2026-02-01,163,0,0,0,37.84,43,247
7,2026-02-02,162,1,0,0,37.84,43,248
7,2026-02-03,162,0,0,0,37.84,43,249
7,2026-02-04,162,0,0,0,37.84,43,250
7,2026-02-05,162,0,0,0,37.84,43,251
7,2026-02-06,161,1,0,0,37.84,43,252
7,2026-02-07,161,0,0,0,37.84,43,253
7,2026-02-08,161,0,0,0,37.84,43,254
7,2026-02-09,160,1,0,0,37.84,43,255
7,2026-02-10,160,0,0,0,37.84,43,256
7,2026-02-11,201,0,41,0,37.84,43,257
7,2026-02-12,200,1,0,0,37.84,43,258
7,2026-02-13,199,1,0,0,37.84,43,259
7,2026-02-14,199,0,0,0,37.84,43,260
7,2026-02-15,199,0,0,0,37.84,43,261
7,2026-02-16,198,1,0,0,37.84,43,262
7,2026-02-17,197,1,0,0,37.84,43,263
7,2026-02-18,196,1,0,0,37.84,43,264
7,2026-02-19,196,0,0,0,37.84,43,265
7,2026-02-20,196,0,0,0,37.84,43,266
7,2026-02-21,196,0,0,0,37.84,43,267
7,2026-02-22,196,0,0,0,37.84,43,268
7,2026-02-23,196,0,0,0,37.84,43,269
7,2026-02-24,196,0,0,0,37.84,43,270
7,2026-02-25,196,0,0,0,37.84,43,271
7,2026-02-26,196,0,0,0,37.84,43,272
7,2026-02-27,195,1,0,0,37.84,43,273
7,2026-02-28,223,0,28,0,37.84,43,274
7,2026-03-01,247,0,24,0,37.84,43,275
7,2026-03-02,247,0,0,0,37.84,43,276
7,2026-03-03,246,1,0,0,37.84,43,277
7,2026-03-04,245,1,0,0,37.84,43,278
7,2026-03-05,245,0,0,0,37.84,43,279
7,2026-03-06,244,1,0,0,37.84,43,280
7,2026-03-07,244,0,0,0,37.84,43,281
7,2026-03-08,244,0,0,0,37.84,43,282
7,2026-03-09,243,1,0,0,37.84,43,283
7,2026-03-10,243,0,0,0,37.84,43,284
7,2026-03-11,243,0,0,0,37.84,43,285
7,2026-03-12,243,0,0,0,37.84,43,286
7,2026-03-13,243,0,0,0,37.84,43,287
7,2026-03-14,243,0,0,0,37.84,43,288
7,2026-03-15,243,0,0,0,37.84,43,289
7,2026-03-16,242,1,0,0,37.84,43,290
7,2026-03-17,242,0,0,0,37.84,43,291
7,2026-03-18,241,1,0,0,37.84,43,292
7,2026-03-19,241,0,0,0,37.84,43,293
7,2026-03-20,240,1,0,0,37.84,43,294
7,2026-03-21,293,0,53,0,37.84,43,295
8,2025-12-22,19,1,0,0,688.0,860,91
8,2025-12-23,18,1,0,0,688.0,860,92
8,2025-12-24,17,1,0,0,688.0,860,93
8,2025-12-25,16,1,0,0,688.0,860,94
8,2025-12-26,15,1,0,0,688.0,860,95
8,2025-12-27,14,1,0,0,688.0,860,96
8,2025-12-28,13,1,0,0,688.0,860,97
8,2025-12-29,12,1,0,0,688.0,860,98
8,2025-12-30,11,1,0,0,688.0,860,99
8,2025-12-31,60,1,50,0,688.0,860,100
8,2026-01-01,59,1,0,0,688.0,860,101
8,2026-01-02,58,1,0,0,688.0,860,102
8,2026-01-03,57,1,0,0,688.0,860,103
8,2026-01-04,94,1,38,0,688.0,860,104
8,2026-01-05,93,1,0,0,688.0,860,105
8,2026-01-06,92,1,0,0,688.0,860,106
8,2026-01-07,91,1,0,0,688.0,860,107
8,2026-01-08,90,1,0,0,688.0,860,108
8,2026-01-09,89,1,0,0,688.0,860,109
8,2026-01-10,89,0,0,0,688.0,860,110
8,2026-01-11,88,1,0,0,688.0,860,111
8,2026-01-12,87,1,0,0,688.0,860,112
8,2026-01-13,86,1,0,0,688.0,860,113
8,2026-01-14,85,1,0,0,688.0,860,114
8,2026-01-15,84,1,0,0,688.0,860,115
8,2026-01-16,83,1,0,0,688.0,860,116
8,2026-01-17,82,1,0,0,688.0,860,117
8,2026-01-18,81,1,0,0,688.0,860,118
8,2026-01-19,80,1,0,0,688.0,860,119
8,2026-01-20,79,1,0,0,688.0,860,120
8,2026-01-21,78,1,0,0,688.0,860,121
8,2026-01-22,77,1,0,0,688.0,860,122
8,2026-01-23,76,1,0,0,688.0,860,123
8,2026-01-24,75,1,0,0,688.0,860,124
8,2026-01-25,74,1,0,0,688.0,860,125
8,2026-01-26,73,1,0,0,688.0,860,126
8,2026-01-27,72,1,0,0,688.0,860,127
8,2026-01-28,71,1,0,0,688.0,860,128
8,2026-01-29,70,1,0,0,688.0,860,129
8,2026-01-30,69,1,0,0,688.0,860,130
8,2026-01-31,68,1,0,0,688.0,860,131
8,2026-02-01,67,1,0,0,688.0,860,132
8,2026-02-02,66,1,0,0,688.0,860,133
8,2026-02-03,64,2,0,0,688.0,860,134
8,2026-02-04,63,1,0,0,688.0,860,135
8,2026-02-05,88,2,27,0,688.0,860,136
8,2026-02-06,87,1,0,0,688.0,860,137
8,2026-02-07,87,0,0,0,688.0,860,138
8,2026-02-08,86,1,0,0,688.0,860,139
8,2026-02-09,85,1,0,0,688.0,860,140
8,2026-02-10,84,1,0,0,688.0,860,141
8,2026-02-11,130,1,47,0,688.0,860,142
8,2026-02-12,129,1,0,0,688.0,860,143
8,2026-02-13,128,1,0,0,688.0,860,144
8,2026-02-14,127,1,0,0,688.0,860,145
8,2026-02-15,126,1,0,0,688.0,860,146
8,2026-02-16,125,1,0,0,688.0,860,147
8,2026-02-17,124,1,0,0,688.0,860,148
8,2026-02-18,123,1,0,0,688.0,860,149
8,2026-02-19,122,1,0,0,688.0,860,150
8,2026-02-20,121,1,0,0,688.0,860,151
8,2026-02-21,120,1,0,0,688.0,860,152
8,2026-02-22,119,1,0,0,688.0,860,153
8,2026-02-23,118,1,0,0,688.0,860,154
8,2026-02-24,139,1,22,0,688.0,860,155
8,2026-02-25,138,1,0,0,688.0,860,156
8,2026-02-26,179,2,43,0,688.0,860,157
8,2026-02-27,178,1,0,0,688.0,860,158
8,2026-02-28,177,1,0,0,688.0,860,159
8,2026-03-01,176,1,0,0,688.0,860,160
8,2026-03-02,231,1,56,0,688.0,860,161
8,2026-03-03,230,1,0,0,688.0,860,162
8,2026-03-04,229,1,0,0,688.0,860,163
8,2026-03-05,228,1,0,0,688.0,860,164
8,2026-03-06,227,1,0,0,688.0,860,165
8,2026-03-07,226,1,0,0,688.0,860,166
8,2026-03-08,226,0,0,0,688.0,860,167
8,2026-03-09,225,1,0,0,688.0,860,168
8,2026-03-10,224,1,0,0,688.0,860,169
8,2026-03-11,223,1,0,0,688.0,860,170
8,2026-03-12,222,1,0,0,688.0,860,171
8,2026-03-13,222,0,0,0,688.0,860,172
8,2026-03-14,221,1,0,0,688.0,860,173
8,2026-03-15,220,1,0,0,688.0,860,174
8,2026-03-16,218,2,0,0,688.0,860,175
8,2026-03-17,217,1,0,0,688.0,860,176
8,2026-03-18,216,1,0,0,688.0,860,177
8,2026-03-19,215,1,0,0,688.0,860,178
8,2026-03-20,214,1,0,0,688.0,860,179
8,2026-03-21,266,0,52,0,688.0,860,180
9,2025-12-22,18,2,0,0,29.33,55,276
9,2025-12-23,16,2,0,0,29.33,55,277
9,2025-12-24,15,1,0,0,29.33,55,278
9,2025-12-25,11,4,0,0,29.33,55,279
9,2025-12-26,9,2,0,0,29.33,55,280
9,2025-12-27,8,1,0,0,29.33,55,281
9,2025-12-28,6,2,0,0,29.33,55,282
9,2025-12-29,4,2,0,0,29.33,55,283
9,2025-12-30,2,2,0,0,29.33,55,284
9,2025-12-31,47,2,47,0,29.33,55,285
9,2026-01-01,46,1,0,0,29.33,55,286
9,2026-01-02,44,2,0,0,29.33,55,287
9,2026-01-03,43,1,0,0,29.33,55,288
9,2026-01-04,41,2,0,0,29.33,55,289
9,2026-01-05,38,3,0,0,29.33,55,290
9,2026-01-06,36,2,0,0,29.33,55,291
9,2026-01-07,34,2,0,0,29.33,55,292
9,2026-01-08,31,3,0,0,29.33,55,293
9,2026-01-09,29,2,0,0,29.33,55,294
9,2026-01-10,28,1,0,0,29.33,55,295
9,2026-01-11,27,1,0,0,29.33,55,296
9,2026-01-12,25,2,0,0,29.33,55,297
9,2026-01-13,22,3,0,0,29.33,55,298
9,2026-01-14,20,2,0,0,29.33,55,299
9,2026-01-15,17,3,0,0,29.33,55,300
9,2026-01-16,14,3,0,0,29.33,55,301
9,2026-01-17,13,1,0,0,29.33,55,302
9,2026-01-18,12,1,0,0,29.33,55,303
9,2026-01-19,9,3,0,0,29.33,55,304
9,2026-01-20,7,2,0,0,29.33,55,305
9,2026-01-21,5,2,0,0,29.33,55,306
9,2026-01-22,1,4,0,0,29.33,55,307
9,2026-01-23,0,1,0,0,29.33,55,308
9,2026-01-24,0,2,0,0,29.33,55,309
9,2026-01-25,0,1,0,0,29.33,55,310
9,2026-01-26,0,3,0,0,29.33,55,311
9,2026-01-27,0,2,0,0,29.33,55,312
9,2026-01-28,0,3,0,0,29.33,55,313
9,2026-01-29,0,3,0,0,29.33,55,314
9,2026-01-30,0,3,0,0,29.33,55,315
9,2026-01-31,0,1,0,0,29.33,55,316
9,2026-02-01,0,2,0,0,29.33,55,317
9,2026-02-02,0,3,0,0,29.33,55,318
9,2026-02-03,0,3,0,0,29.33,55,319
9,2026-02-04,0,2,0,0,29.33,55,320
9,2026-02-05,0,4,0,0,29.33,55,321
9,2026-02-06,0,4,0,0,29.33,55,322
9,2026-02-07,0,1,0,0,29.33,55,323
9,2026-02-08,0,1,0,0,29.33,55,324
9,2026-02-09,0,2,0,0,29.33,55,325
9,2026-02-10,0,2,0,0,29.33,55,326
9,2026-02-11,0,2,0,0,29.33,55,327
9,2026-02-12,0,3,0,0,29.33,55,328
9,2026-02-13,21,2,23,0,29.33,55,329
9,2026-02-14,20,1,0,0,29.33,55,330
9,2026-02-15,18,2,0,0,29.33,55,331
9,2026-02-16,17,1,0,0,29.33,55,332
9,2026-02-17,15,2,0,0,29.33,55,333
9,2026-02-18,12,3,0,0,29.33,55,334
9,2026-02-19,10,2,0,0,29.33,55,335
9,2026-02-20,7,3,0,0,29.33,55,336
9,2026-02-21,5,2,0,0,29.33,55,337
9,2026-02-22,4,1,0,0,29.33,55,338
9,2026-02-23,2,2,0,0,29.33,55,339
9,2026-02-24,0,3,0,0,29.33,55,340
9,2026-02-25,0,2,0,0,29.33,55,341
9,2026-02-26,52,3,55,0,29.33,55,342
9,2026-02-27,50,2,0,0,29.33,55,343
9,2026-02-28,48,2,0,0,29.33,55,344
9,2026-03-01,47,1,0,0,29.33,55,345
9,2026-03-02,44,3,0,0,29.33,55,346
9,2026-03-03,41,3,0,0,29.33,55,347
9,2026-03-04,39,2,0,0,29.33,55,348
9,2026-03-05,37,2,0,0,29.33,55,349
9,2026-03-06,34,3,0,0,29.33,55,350
9,2026-03-07,33,1,0,0,29.33,55,351
9,2026-03-08,32,1,0,0,29.33,55,352
9,2026-03-09,30,2,0,0,29.33,55,353
9,2026-03-10,28,2,0,0,29.33,55,354
9,2026-03-11,25,3,0,0,29.33,55,355
9,2026-03-12,21,4,0,0,29.33,55,356
9,2026-03-13,19,2,0,0,29.33,55,357
9,2026-03-14,18,1,0,0,29.33,55,358
9,2026-03-15,16,2,0,0,29.33,55,359
9,2026-03-16,14,2,0,0,29.33,55,360
9,2026-03-17,12,2,0,0,29.33,55,361
9,2026-03-18,9,3,0,0,29.33,55,362
9,2026-03-19,7,2,0,0,29.33,55,363
9,2026-03-20,4,3,0,0,29.33,55,364
9,2026-03-21,35,2,33,0,29.33,55,365
10,2025-12-22,20,0,0,0,476.8,149,111
10,2025-12-23,20,0,0,0,476.8,149,112
10,2025-12-24,20,0,0,0,476.8,149,113
10,2025-12-25,20,0,0,0,476.8,149,114
10,2025-12-26,20,0,0,0,476.8,149,115
10,2025-12-27,20,0,0,0,476.8,149,116
10,2025-12-28,20,0,0,0,476.8,149,117
10,2025-12-29,20,0,0,0,476.8,149,118
10,2025-12-30,19,1,0,0,476.8,149,119
10,2025-12-31,19,0,0,0,476.8,149,120
10,2026-01-01,19,0,0,0,476.8,149,121
10,2026-01-02,19,0,0,0,476.8,149,122
10,2026-01-03,19,0,0,0,476.8,149,123
10,2026-01-04,19,0,0,0,476.8,149,124
10,2026-01-05,19,0,0,0,476.8,149,125
10,2026-01-06,19,0,0,0,476.8,149,126
10,2026-01-07,19,0,0,0,476.8,149,127
10,2026-01-08,19,0,0,0,476.8,149,128
10,2026-01-09,18,1,0,0,476.8,149,129
10,2026-01-10,18,0,0,0,476.8,149,130
10,2026-01-11,18,0,0,0,476.8,149,131
10,2026-01-12,18,0,0,0,476.8,149,132
10,2026-01-13,18,0,0,0,476.8,149,133
10,2026-01-14,18,0,0,0,476.8,149,134
10,2026-01-15,18,0,0,0,476.8,149,135
10,2026-01-16,18,0,0,0,476.8,149,136
10,2026-01-17,78,0,60,0,476.8,149,137
10,2026-01-18,78,0,0,0,476.8,149,138
10,2026-01-19,78,0,0,0,476.8,149,139
10,2026-01-20,78,0,0,0,476.8,149,140
10,2026-01-21,78,0,0,0,476.8,149,141
10,2026-01-22,78,0,0,0,476.8,149,142
10,2026-01-23,78,0,0,0,476.8,149,143
10,2026-01-24,78,0,0,0,476.8,149,144
10,2026-01-25,78,0,0,0,476.8,149,145
10,2026-01-26,78,0,0,0,476.8,149,146
10,2026-01-27,78,0,0,0,476.8,149,147
10,2026-01-28,78,0,0,0,476.8,149,148
10,2026-01-29,78,0,0,0,476.8,149,149
10,2026-01-30,78,0,0,0,476.8,149,150
10,2026-01-31,78,0,0,0,476.8,149,151
10,2026-02-01,129,0,51,0,476.8,149,152
10,2026-02-02,129,0,0,0,476.8,149,153
10,2026-02-03,129,0,0,0,476.8,149,154
10,2026-02-04,129,0,0,0,476.8,149,155
10,2026-02-05,129,0,0,0,476.8,149,156
10,2026-02-06,129,0,0,0,476.8,149,157
10,2026-02-07,129,0,0,0,476.8,149,158
10,2026-02-08,129,0,0,0,476.8,149,159
10,2026-02-09,129,0,0,0,476.8,149,160
10,2026-02-10,129,0,0,0,476.8,149,161
10,2026-02-11,129,0,0,0,476.8,149,162
10,2026-02-12,129,0,0,0,476.8,149,163
10,2026-02-13,129,0,0,0,476.8,149,164
10,2026-02-14,129,0,0,0,476.8,149,165
10,2026-02-15,129,0,0,0,476.8,149,166
10,2026-02-16,129,0,0,0,476.8,149,167
10,2026-02-17,129,0,0,0,476.8,149,168
10,2026-02-18,129,0,0,0,476.8,149,169
10,2026-02-19,129,0,0,0,476.8,149,170
10,2026-02-20,129,0,0,0,476.8,149,171
10,2026-02-21,129,0,0,0,476.8,149,172
10,2026-02-22,129,0,0,0,476.8,149,173
10,2026-02-23,129,0,0,0,476.8,149,174
10,2026-02-24,129,0,0,0,476.8,149,175
10,2026-02-25,129,0,0,0,476.8,149,176
10,2026-02-26,129,0,0,0,476.8,149,177
10,2026-02-27,129,0,0,0,476.8,149,178
10,2026-02-28,129,0,0,0,476.8,149,179
10,2026-03-01,129,0,0,0,476.8,149,180
10,2026-03-02,129,0,0,0,476.8,149,181
10,2026-03-03,129,0,0,0,476.8,149,182
10,2026-03-04,129,0,0,0,476.8,149,183
10,2026-03-05,129,0,0,0,476.8,149,184
10,2026-03-06,129,0,0,0,476.8,149,185
10,2026-03-07,129,0,0,0,476.8,149,186
10,2026-03-08,129,0,0,0,476.8,149,187
10,2026-03-09,129,0,0,0,476.8,149,188
10,2026-03-10,129,0,0,0,476.8,149,189
10,2026-03-11,129,0,0,0,476.8,149,190
10,2026-03-12,129,0,0,0,476.8,149,191
10,2026-03-13,129,0,0,0,476.8,149,192
10,2026-03-14,129,0,0,0,476.8,149,193
10,2026-03-15,129,0,0,0,476.8,149,194
10,2026-03-16,129,0,0,0,476.8,149,195
10,2026-03-17,129,0,0,0,476.8,149,196
10,2026-03-18,129,0,0,0,476.8,149,197
10,2026-03-19,129,0,0,0,476.8,149,198
10,2026-03-20,129,0,0,0,476.8,149,199
10,2026-03-21,168,0,39,0,476.8,149,200
11,2025-12-22,19,1,0,0,304.2,338,31
11,2025-12-23,18,1,0,0,304.2,338,32
11,2025-12-24,17,1,0,0,304.2,338,33
11,2025-12-25,16,1,0,0,304.2,338,34
11,2025-12-26,16,0,0,0,304.2,338,35
11,2025-12-27,15,1,0,0,304.2,338,36
11,2025-12-28,15,0,0,0,304.2,338,37
11,2025-12-29,14,1,0,0,304.2,338,38
11,2025-12-30,13,1,0,0,304.2,338,39
11,2025-12-31,46,1,34,0,304.2,338,40
11,2026-01-01,45,1,0,0,304.2,338,41
11,2026-01-02,45,0,0,0,304.2,338,42
11,2026-01-03,45,0,0,0,304.2,338,43
11,2026-01-04,45,0,0,0,304.2,338,44
11,2026-01-05,44,1,0,0,304.2,338,45
11,2026-01-06,43,1,0,0,304.2,338,46
11,2026-01-07,42,1,0,0,304.2,338,47
11,2026-01-08,87,1,46,0,304.2,338,48
11,2026-01-09,87,0,0,0,304.2,338,49
11,2026-01-10,87,0,0,0,304.2,338,50
11,2026-01-11,87,0,0,0,304.2,338,51
11,2026-01-12,86,1,0,0,304.2,338,52
11,2026-01-13,86,0,0,0,304.2,338,53
11,2026-01-14,86,0,0,0,304.2,338,54
11,2026-01-15,85,1,0,0,304.2,338,55
11,2026-01-16,85,0,0,0,304.2,338,56
11,2026-01-17,85,0,0,0,304.2,338,57
11,2026-01-18,85,0,0,0,304.2,338,58
11,2026-01-19,84,1,0,0,304.2,338,59
11,2026-01-20,83,1,0,0,304.2,338,60
11,2026-01-21,82,1,0,0,304.2,338,61
11,2026-01-22,81,1,0,0,304.2,338,62
11,2026-01-23,80,1,0,0,304.2,338,63
11,2026-01-24,80,0,0,0,304.2,338,64
11,2026-01-25,80,0,0,0,304.2,338,65
11,2026-01-26,79,1,0,0,304.2,338,66
11,2026-01-27,78,1,0,0,304.2,338,67
11,2026-01-28,77,1,0,0,304.2,338,68
11,2026-01-29,76,1,0,0,304.2,338,69
11,2026-01-30,75,1,0,0,304.2,338,70
11,2026-01-31,75,0,0,0,304.2,338,71
11,2026-02-01,75,0,0,0,304.2,338,72
11,2026-02-02,74,1,0,0,304.2,338,73
11,2026-02-03,73,1,0,0,304.2,338,74
11,2026-02-04,72,1,0,0,304.2,338,75
11,2026-02-05,71,1,0,0,304.2,338,76
11,2026-02-06,70,1,0,0,304.2,338,77
11,2026-02-07,93,0,23,0,304.2,338,78
11,2026-02-08,93,0,0,0,304.2,338,79
11,2026-02-09,92,1,0,0,304.2,338,80
11,2026-02-10,91,1,0,0,304.2,338,81
11,2026-02-11,90,1,0,0,304.2,338,82
11,2026-02-12,89,1,0,0,304.2,338,83
11,2026-02-13,121,1,33,0,304.2,338,84
11,2026-02-14,120,1,0,0,304.2,338,85
11,2026-02-15,120,0,0,0,304.2,338,86
11,2026-02-16,119,1,0,0,304.2,338,87
11,2026-02-17,118,1,0,0,304.2,338,88
11,2026-02-18,117,1,0,0,304.2,338,89
11,2026-02-19,116,1,0,0,304.2,338,90
11,2026-02-20,116,0,0,0,304.2,338,91
11,2026-02-21,116,0,0,0,304.2,338,92
11,2026-02-22,116,0,0,0,304.2,338,93
11,2026-02-23,115,1,0,0,304.2,338,94
11,2026-02-24,114,1,0,0,304.2,338,95
11,2026-02-25,114,0,0,0,304.2,338,96
11,2026-02-26,113,1,0,0,304.2,338,97
11,2026-02-27,112,1,0,0,304.2,338,98
11,2026-02-28,111,1,0,0,304.2,338,99
11,2026-03-01,111,0,0,0,304.2,338,100
11,2026-03-02,110,1,0,0,304.2,338,101
11,2026-03-03,109,1,0,0,304.2,338,102
11,2026-03-04,109,0,0,0,304.2,338,103
11,2026-03-05,108,1,0,0,304.2,338,104
11,2026-03-06,107,1,0,0,304.2,338,105
11,2026-03-07,107,0,0,0,304.2,338,106
11,2026-03-08,106,1,0,0,304.2,338,107
11,2026-03-09,105,1,0,0,304.2,338,108
11,2026-03-10,104,1,0,0,304.2,338,109
11,2026-03-11,104,0,0,0,304.2,338,110
11,2026-03-12,103,1,0,0,304.2,338,111
11,2026-03-13,102,1,0,0,304.2,338,112
11,2026-03-14,102,0,0,0,304.2,338,113
11,2026-03-15,101,1,0,0,304.2,338,114
11,2026-03-16,100,1,0,0,304.2,338,115
11,2026-03-17,99,1,0,0,304.2,338,116
11,2026-03-18,98,1,0,0,304.2,338,117
11,2026-03-19,97,1,0,0,304.2,338,118
11,2026-03-20,96,1,0,0,304.2,338,119
11,2026-03-21,117,0,21,0,304.2,338,120
12,2025-12-22,19,1,0,0,57.38,25.5,61
12,2025-12-23,18,1,0,0,57.38,25.5,62
12,2025-12-24,17,1,0,0,57.38,25.5,63
12,2025-12-25,16,1,0,0,57.38,25.5,64
12,2025-12-26,15,1,0,0,57.38,25.5,65
12,2025-12-27,15,0,0,0,57.38,25.5,66
12,2025-12-28,15,0,0,0,57.38,25.5,67
12,2025-12-29,15,0,0,0,57.38,25.5,68
12,2025-12-30,14,1,0,0,57.38,25.5,69
12,2025-12-31,14,0,0,0,57.38,25.5,70
12,2026-01-01,13,1,0,0,57.38,25.5,71
12,2026-01-02,12,1,0,0,57.38,25.5,72
12,2026-01-03,12,0,0,0,57.38,25.5,73
12,2026-01-04,12,0,0,0,57.38,25.5,74
12,2026-01-05,11,1,0,0,57.38,25.5,75
12,2026-01-06,10,1,0,0,57.38,25.5,76
12,2026-01-07,9,1,0,0,57.38,25.5,77
12,2026-01-08,9,0,0,0,57.38,25.5,78
12,2026-01-09,8,1,0,0,57.38,25.5,79
12,2026-01-10,8,0,0,0,57.38,25.5,80
12,2026-01-11,7,1,0,0,57.38,25.5,81
12,2026-01-12,6,1,0,0,57.38,25.5,82
12,2026-01-13,5,1,0,0,57.38,25.5,83
12,2026-01-14,4,1,0,0,57.38,25.5,84
12,2026-01-15,4,0,0,0,57.38,25.5,85
12,2026-01-16,3,1,0,0,57.38,25.5,86
12,2026-01-17,3,0,0,0,57.38,25.5,87
12,2026-01-18,2,1,0,0,57.38,25.5,88
12,2026-01-19,1,1,0,0,57.38,25.5,89
12,2026-01-20,0,1,0,0,57.38,25.5,90
12,2026-01-21,0,1,0,0,57.38,25.5,91
12,2026-01-22,0,1,0,0,57.38,25.5,92
12,2026-01-23,0,1,0,0,57.38,25.5,93
12,2026-01-24,0,0,0,0,57.38,25.5,94
12,2026-01-25,0,1,0,0,57.38,25.5,95
12,2026-01-26,0,1,0,0,57.38,25.5,96
12,2026-01-27,0,1,0,0,57.38,25.5,97
12,2026-01-28,0,1,0,0,57.38,25.5,98
12,2026-01-29,0,1,0,0,57.38,25.5,99
12,2026-01-30,0,1,0,0,57.38,25.5,100
12,2026-01-31,0,1,0,0,57.38,25.5,101
12,2026-02-01,0,0,0,0,57.38,25.5,102
12,2026-02-02,0,1,0,0,57.38,25.5,103
12,2026-02-03,0,1,0,0,57.38,25.5,104
12,2026-02-04,0,1,0,0,57.38,25.5,105
12,2026-02-05,47,1,48,0,57.38,25.5,106
12,2026-02-06,46,1,0,0,57.38,25.5,107
12,2026-02-07,45,1,0,0,57.38,25.5,108
12,2026-02-08,44,1,0,0,57.38,25.5,109
12,2026-02-09,43,1,0,0,57.38,25.5,110
12,2026-02-10,42,1,0,0,57.38,25.5,111
12,2026-02-11,41,1,0,0,57.38,25.5,112
12,2026-02-12,40,1,0,0,57.38,25.5,113
12,2026-02-13,39,1,0,0,57.38,25.5,114
12,2026-02-14,38,1,0,0,57.38,25.5,115
12,2026-02-15,38,0,0,0,57.38,25.5,116
12,2026-02-16,37,1,0,0,57.38,25.5,117
12,2026-02-17,36,1,0,0,57.38,25.5,118
12,2026-02-18,35,1,0,0,57.38,25.5,119
12,2026-02-19,34,1,0,0,57.38,25.5,120
12,2026-02-20,33,1,0,0,57.38,25.5,121
12,2026-02-21,32,1,0,0,57.38,25.5,122
12,2026-02-22,31,1,0,0,57.38,25.5,123
12,2026-02-23,30,1,0,0,57.38,25.5,124
12,2026-02-24,29,1,0,0,57.38,25.5,125
12,2026-02-25,69,1,41,0,57.38,25.5,126
12,2026-02-26,116,1,48,0,57.38,25.5,127
12,2026-02-27,115,1,0,0,57.38,25.5,128
12,2026-02-28,115,0,0,0,57.38,25.5,129
12,2026-03-01,114,1,0,0,57.38,25.5,130
12,2026-03-02,113,1,0,0,57.38,25.5,131
12,2026-03-03,111,2,0,0,57.38,25.5,132
12,2026-03-04,110,1,0,0,57.38,25.5,133
12,2026-03-05,108,2,0,0,57.38,25.5,134
12,2026-03-06,107,1,0,0,57.38,25.5,135
12,2026-03-07,107,0,0,0,57.38,25.5,136
12,2026-03-08,107,0,0,0,57.38,25.5,137
12,2026-03-09,106,1,0,0,57.38,25.5,138
12,2026-03-10,105,1,0,0,57.38,25.5,139
12,2026-03-11,104,1,0,0,57.38,25.5,140
12,2026-03-12,103,1,0,0,57.38,25.5,141
12,2026-03-13,102,1,0,0,57.38,25.5,142
12,2026-03-14,101,1,0,0,57.38,25.5,143
12,2026-03-15,101,0,0,0,57.38,25.5,144
12,2026-03-16,100,1,0,0,57.38,25.5,145
12,2026-03-17,99,1,0,0,57.38,25.5,146
12,2026-03-18,98,1,0,0,57.38,25.5,147
12,2026-03-19,97,1,0,0,57.38,25.5,148
12,2026-03-20,95,2,0,0,57.38,25.5,149
12,2026-03-21,148,1,54,0,57.38,25.5,150
13,2025-12-22,17,3,0,0,36.0,32,311
13,2025-12-23,14,3,0,0,36.0,32,312
13,2025-12-24,11,3,0,0,36.0,32,313
13,2025-12-25,7,4,0,0,36.0,32,314
13,2025-12-26,3,4,0,0,36.0,32,315
13,2025-12-27,1,2,0,0,36.0,32,316
13,2025-12-28,0,2,0,0,36.0,32,317
13,2025-12-29,0,4,0,0,36.0,32,318
13,2025-12-30,0,2,0,0,36.0,32,319
13,2025-12-31,0,3,0,0,36.0,32,320
13,2026-01-01,0,4,0,0,36.0,32,321
13,2026-01-02,0,3,0,0,36.0,32,322
13,2026-01-03,0,2,0,0,36.0,32,323
13,2026-01-04,0,2,0,0,36.0,32,324
13,2026-01-05,0,3,0,0,36.0,32,325
13,2026-01-06,0,4,0,0,36.0,32,326
13,2026-01-07,0,3,0,0,36.0,32,327
13,2026-01-08,0,3,0,0,36.0,32,328
13,2026-01-09,0,3,0,0,36.0,32,329
13,2026-01-10,0,2,0,0,36.0,32,330
13,2026-01-11,0,2,0,0,36.0,32,331
13,2026-01-12,0,2,0,0,36.0,32,332
13,2026-01-13,0,2,0,0,36.0,32,333
13,2026-01-14,0,3,0,0,36.0,32,334
